UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
48780,10,0,4/14/10,1662,1,3,23,25,0,35,121.36
48843,10,1,1/25/13,645,1,1,21,25,0,2,10.78
48919,10,0,1/3/12,1033,1,1,62,57,0,0,13.83
48966,10,1,3/14/13,597,1,1,44,11,0,8,2.39
49271,10,0,10/27/10,1466,1,2,25,19,0,5,0
49346,10,0,7/26/11,1194,1,4,49,0,7,0,39.99
49430,10,0,9/3/10,1520,1,1,26,30,0,5,5.99
49565,10,0,11/28/12,703,1,2,23,6,0,0,5.99
49630,10,1,2/11/12,994,1,1,21,2,0,0,7.18
49699,10,0,2/14/12,991,1,1,20,75,2,10,54.28
50405,10,0,8/19/10,1535,1,1,25,46,4,0,52.57
50556,10,0,4/4/13,576,1,2,53,18,0,0,2.39
50715,10,0,2/7/12,998,1,2,20,76,3,0,82.3
50919,10,1,6/16/10,1599,1,1,23,32,2,18,23.43
51197,10,0,4/9/11,1302,1,4,30,0,6,0,125.47
51261,10,0,8/3/09,1916,1,4,40,14,29,100,301.69
51379,10,0,5/15/11,1266,1,2,38,93,9,160,379.53
51413,10,1,3/18/11,1324,1,1,23,4,0,0,0.38
51512,10,0,4/2/12,943,1,1,35,10,0,0,5.53
51633,10,0,4/28/11,1283,1,1,20,34,3,0,23.26
51963,10,0,3/19/11,1323,1,4,27,91,121,58,175.53
52041,10,0,5/2/12,913,1,1,24,28,0,8,38.77
52167,10,0,9/13/10,1510,1,2,50,122,0,52,210.69
52269,10,0,2/12/11,1358,1,1,21,73,2,0,123.03
52384,10,0,3/3/10,1704,1,1,51,157,0,28,74.98
52414,10,0,1/11/11,1390,1,2,24,12,3,40,51.57
52425,10,0,4/11/12,934,1,2,20,17,3,0,82.73
52583,10,0,11/2/12,729,1,2,20,9,0,0,34.78
52666,10,0,9/15/10,1508,1,1,23,30,2,32,92.52
52714,10,0,3/12/11,1330,1,2,19,41,3,28,5.99
52768,10,0,12/2/10,1430,1,1,21,13,2,0,5.49
52979,10,0,5/13/10,1633,1,4,41,47,27,0,185.46
53000,10,0,9/14/10,1509,1,4,24,89,0,15,51.49
53068,10,0,5/16/11,1265,1,1,38,33,3,35,84.73
53845,10,1,11/28/11,1069,1,2,22,12,0,0,3.2
54013,10,0,4/9/10,1667,1,2,31,6,2,50,84.45
54368,10,0,2/23/11,1347,1,4,49,5,5,25,25.45
54435,10,1,7/28/11,1192,1,1,22,28,0,1,5.04
54544,10,0,2/7/12,998,1,1,22,15,0,0,113.34
54553,10,0,8/20/11,1169,1,2,21,39,0,0,33.58
54620,10,0,12/14/09,1783,1,2,21,14,7,10,75.88
54830,10,0,9/21/10,1502,1,4,63,0,3,0,39.99
54933,10,1,2/8/11,1362,1,1,21,13,1,15,11.17
55252,10,0,3/10/12,966,1,1,22,29,0,28,39.73
55372,10,0,1/31/12,1005,1,2,23,28,1,0,13.59
55546,10,1,12/24/11,1043,1,3,49,5,0,0,12.78
55658,10,0,1/14/12,1022,1,1,23,14,1,15,120.22
55695,10,0,10/4/11,1124,1,1,24,17,3,10,73.22
55800,10,1,7/28/11,1192,1,4,33,6,10,10,80.23
55935,10,0,7/15/10,1570,1,2,23,37,3,58,256.47
55937,10,0,3/10/08,2427,1,1,21,16,0,2,39.78
56298,10,0,2/10/11,1360,1,1,24,144,3,62,59.95
56319,10,0,10/25/12,737,1,1,21,3,1,0,13.58
56323,10,0,2/7/11,1363,1,1,24,23,2,0,6
56344,10,0,9/7/10,1516,1,2,21,163,18,200,118.28
56386,10,0,6/3/11,1247,1,4,53,0,5,20,6.99
56531,10,1,3/11/12,965,1,1,35,39,0,85,73.9
56613,10,0,3/13/12,963,1,2,55,33,0,42,71.36
56630,10,0,2/20/11,1350,1,4,33,53,41,82,260.78
56634,10,0,1/1/11,1400,1,2,26,51,6,48,43.76
56749,10,0,8/25/12,798,1,1,22,0,74,115,61.65
56756,10,0,3/8/13,603,1,1,17,13,1,5,51.98
56991,10,0,5/1/10,1645,1,1,22,105,5,14,6.14
57001,10,0,2/13/12,992,1,1,22,14,0,5,54.78
57032,10,0,3/21/11,1321,1,1,23,44,0,0,13
57095,10,0,10/27/11,1101,1,1,19,4,5,28,62.51
57450,10,1,10/3/12,759,1,2,42,34,0,22,0.44
57540,10,0,4/16/10,1660,1,4,48,1,0,0,72.48
57928,10,0,2/22/13,617,1,3,20,18,0,0,147.01
58019,10,0,4/7/10,1669,1,2,26,240,24,118,157.09
58163,10,0,2/9/12,996,1,2,22,13,0,0,43.54
58252,10,0,4/5/10,1671,1,4,43,59,0,0,72.34
58527,10,0,12/23/09,1774,1,1,20,76,2,5,81.92
58654,10,0,1/15/11,1386,1,1,22,29,1,0,61
58794,10,0,6/8/10,1607,1,4,49,29,28,0,181.41
58900,10,0,3/22/12,954,1,2,39,26,0,0,139.75
59543,10,0,8/21/10,1533,1,4,22,0,4,0,0
59955,10,0,3/15/12,961,1,1,18,15,0,6,11.99
60217,10,0,3/2/12,974,1,4,43,12,1,0,110.7
60410,10,0,4/24/10,1652,1,1,21,20,1,55,148.06
60754,10,0,9/6/11,1152,1,2,22,20,3,10,79.97
60773,10,0,9/12/12,780,1,1,22,14,1,0,4.78
60841,10,0,1/20/11,1381,1,1,23,36,5,35,16.41
61106,10,0,1/17/12,1019,1,1,21,16,1,5,29.52
61188,10,0,4/8/10,1668,1,2,20,137,0,28,75.29
61244,10,0,9/11/12,781,1,1,19,11,1,0,11.52
61360,10,0,2/6/11,1364,1,1,18,41,3,10,84.83
61419,10,0,8/20/11,1169,1,2,22,48,1,12,124.51
61643,10,0,9/11/12,781,1,1,19,2,0,0,29.88
61839,10,0,10/4/12,758,1,1,20,8,0,1,0.55
62191,10,0,4/9/10,1667,1,4,48,39,43,8,362.55
62327,10,0,5/5/10,1641,1,2,26,9,0,0,81.95
62431,10,1,9/12/10,1511,1,4,42,36,1,0,1
62525,10,0,3/21/13,590,1,4,63,9,0,0,64.47
62606,10,0,2/27/12,978,1,1,27,7,0,28,50.83
62907,10,0,2/28/12,977,1,2,34,23,0,5,46.33
62991,10,1,2/25/13,614,1,3,19,8,0,0,30.38
63771,10,0,3/7/11,1335,1,3,30,40,9,12,120.82
63798,10,0,9/14/10,1509,1,2,22,20,0,0,8.93
64002,10,0,11/29/11,1068,1,2,34,22,0,0,35.37
64007,10,0,2/9/09,2091,1,1,22,89,0,53,75.25
64227,10,0,4/12/12,933,1,1,18,10,2,5,37.06
64483,10,0,2/19/12,986,1,1,38,21,0,15,15.12
64589,10,0,2/5/13,634,1,1,16,18,1,0,0
64846,10,1,8/12/11,1177,1,2,31,90,0,0,71.23
65251,10,0,11/30/10,1432,1,4,30,37,5,17,9.61
65493,10,1,2/14/13,625,1,2,22,16,0,0,13.78
65583,10,0,2/18/13,621,1,1,23,16,1,0,32.78
65598,10,0,4/18/13,562,1,2,39,7,0,0,9.99
65797,10,1,10/4/12,758,1,3,27,88,0,15,99.43
65916,10,0,4/2/11,1309,1,3,18,34,3,0,16.28
66331,10,0,7/12/11,1208,1,1,42,64,2,0,37.62
66586,10,0,1/11/11,1390,1,1,22,65,1,28,25.12
66698,10,0,3/7/13,604,1,3,22,18,1,0,91.26
66759,10,0,4/30/10,1646,1,3,41,47,2,8,114.17
67067,10,0,4/23/13,557,1,2,31,19,0,0,0
67430,10,0,3/25/11,1317,1,1,18,31,3,28,7.29
67484,10,0,2/17/12,988,1,4,41,13,0,0,27.73
67704,10,0,11/19/11,1078,1,1,20,14,0,5,47.51
67860,10,0,5/24/10,1622,1,2,21,15,0,15,32.97
68006,10,0,10/29/11,1099,1,1,21,18,1,0,14.77
68360,10,0,2/18/11,1352,1,2,23,13,3,0,137.02
68377,10,0,1/5/11,1396,1,3,26,54,0,21,133.2
68446,10,0,2/29/12,976,1,1,44,172,0,18,68.22
68479,10,0,2/7/11,1363,1,1,24,19,0,8,55.77
68716,10,0,3/18/11,1324,1,4,36,0,31,20,57.98
68751,10,0,9/18/09,1870,1,1,22,165,5,58,119.51
68830,10,0,2/7/11,1363,1,1,22,22,1,8,33.21
68991,10,0,5/28/10,1618,1,2,23,16,2,28,30.84
69121,10,0,2/19/11,1351,1,1,58,82,2,33,45.51
69133,10,0,4/2/10,1674,1,2,45,65,4,130,387.23
69216,10,0,4/14/13,566,1,1,24,22,0,8,50.38
69239,10,0,3/11/11,1331,1,2,63,31,0,0,89.98
69722,10,0,4/10/12,935,1,2,24,6,0,0,0
69971,10,0,11/8/11,1089,1,1,21,39,0,2,135.71
70090,10,0,9/1/12,791,1,3,48,78,0,72,275.85
70300,10,1,10/15/10,1478,1,3,42,30,0,0,75.11
70496,10,0,11/15/10,1447,1,2,48,80,0,40,247.32
70678,10,0,1/28/11,1373,1,1,24,15,1,5,40.8
70956,10,0,2/25/12,980,1,1,51,30,1,72,261.65
70979,10,0,3/2/11,1340,1,1,18,31,0,5,26.57
71180,10,0,1/20/12,1016,1,2,21,24,1,1,2.69
71338,10,0,9/4/12,788,1,2,19,23,0,1,10.19
71546,10,0,2/13/11,1357,1,2,53,28,0,8,244.35
71645,10,0,3/29/11,1313,1,1,40,69,10,130,269.83
71826,10,0,12/4/12,697,1,1,25,37,0,35,43.66
71828,10,0,9/21/10,1502,1,2,30,23,0,0,84.53
71979,10,0,9/8/10,1515,1,1,23,42,11,60,40.31
72474,10,0,2/8/11,1362,1,4,31,2,9,45,19.99
72527,10,0,9/9/10,1514,1,2,21,143,23,175,480.37
72612,10,0,8/30/11,1159,1,2,25,98,3,10,95.96
72749,10,0,2/16/13,623,1,2,22,20,0,0,48.78
72907,10,0,4/5/10,1671,1,1,40,32,0,12,10.03
73023,10,1,4/2/11,1309,1,2,20,74,4,20,115.4
73233,10,0,4/19/11,1292,1,1,39,15,0,15,12.48
73475,10,0,1/9/13,661,1,1,22,17,0,0,37.57
73628,10,0,6/8/10,1607,1,3,47,34,1,0,109.34
73801,10,0,3/7/11,1335,1,2,26,27,2,0,28.56
73921,10,0,6/16/10,1599,1,1,21,9,3,0,34.39
73954,10,1,2/4/13,635,1,2,52,34,0,12,1.55
74123,10,1,4/9/10,1667,1,2,56,265,0,19,17.13
74287,10,0,6/23/12,861,1,1,27,10,0,6,3.93
74464,10,0,2/4/12,1001,1,1,22,28,3,16,86.01
74596,10,0,8/15/10,1539,1,1,21,36,6,31,85.46
74636,10,0,9/15/11,1143,1,1,29,6,0,0,3.46
74717,10,0,4/30/11,1281,1,2,23,22,4,10,160.78
74978,10,1,6/17/11,1233,1,2,62,96,0,0,37
75009,10,1,5/23/09,1988,1,1,23,92,9,160,105.17
75303,10,1,2/9/11,1361,1,1,21,11,1,5,69.23
75405,10,0,3/3/11,1339,1,2,21,15,2,0,39.85
75488,10,0,11/1/11,1096,1,4,21,41,5,0,62.87
75712,10,0,3/15/09,2057,1,1,26,8,0,0,29.58
75745,10,0,4/20/10,1656,1,2,60,75,3,25,228.93
75973,10,0,3/30/11,1312,1,4,22,14,2,8,193.2
76089,10,0,1/20/11,1381,1,1,30,3,1,10,51.96
76501,10,0,1/18/13,652,1,2,19,16,1,0,41.37
76551,10,0,1/29/11,1372,1,1,19,19,0,40,57.05
76705,10,0,2/14/13,625,1,2,22,14,0,0,31.99
76852,10,0,9/12/12,780,1,2,19,21,0,0,2.24
77194,10,1,5/15/11,1266,1,1,28,16,0,0,0.88
77202,10,1,2/18/13,621,1,1,21,5,0,2,2.8
77502,10,0,1/21/12,1015,1,1,22,63,1,33,83.64
77986,10,0,1/31/12,1005,1,1,29,49,0,5,40.54
77999,10,0,9/18/11,1140,1,1,20,9,0,0,13.46
78051,10,0,3/2/12,974,1,2,22,28,4,10,108.74
78059,10,0,4/24/10,1652,1,1,33,5,1,15,23.45
78141,10,0,6/1/10,1614,1,2,43,278,4,326,382.08
78255,10,0,11/17/11,1080,1,1,23,47,0,0,143.41
78689,10,0,3/14/11,1328,1,1,37,32,1,55,101.44
78866,10,0,5/5/10,1641,1,2,26,112,4,48,347.68
79002,10,0,4/18/13,562,1,1,46,9,0,0,36.37
79041,10,1,2/9/13,630,1,1,51,39,2,45,24.87
79100,10,0,4/30/12,915,1,1,22,30,0,5,61.21
79174,10,1,8/18/12,805,1,1,26,21,0,8,13.13
79220,10,0,5/30/09,1981,1,1,24,9,11,68,112.2
79267,10,0,1/26/12,1010,1,2,20,26,6,25,299.42
79346,10,0,7/2/11,1218,1,4,43,9,3,10,86.86
79796,10,0,2/26/12,979,1,1,20,4,1,0,0.44
79843,10,0,12/16/10,1416,1,1,33,66,7,175,153.74
79972,10,0,3/25/12,951,1,3,24,4,1,15,100.71
79984,10,0,5/20/10,1626,1,2,26,15,0,0,0.38
80090,10,0,9/23/10,1500,1,1,22,24,4,12,13.46
80103,10,0,5/1/12,914,1,1,19,3,1,0,18.92
80217,10,1,8/6/12,817,1,1,32,30,0,52,0.99
80241,10,0,4/18/10,1658,1,1,18,7,0,0,0
80271,10,0,5/13/11,1268,1,1,33,5,1,0,3.19
80347,10,0,11/30/11,1067,1,1,20,73,1,0,17.09
80478,10,0,3/18/13,593,1,1,23,6,0,5,70.57
80537,10,0,4/27/10,1649,1,3,37,7,1,0,66.42
80620,10,0,10/5/11,1123,1,1,32,3,5,10,68.01
80687,10,0,2/7/11,1363,1,2,22,28,1,18,111.14
80756,10,1,2/18/13,621,1,1,21,7,0,0,4.79
80920,10,0,4/15/11,1296,1,4,46,19,12,0,0.82
81172,10,1,10/22/10,1471,1,2,36,129,0,13,2.94
81485,10,0,4/5/10,1671,1,2,53,7,1,10,15.18
81495,10,0,4/21/11,1290,1,2,41,4,0,10,42.82
81537,10,1,6/5/11,1245,1,1,48,3,2,15,0.75
81564,10,0,8/15/12,808,1,3,20,5,0,0,2.39
81648,10,0,4/10/11,1301,1,1,26,14,0,15,84.39
81718,10,0,5/13/11,1268,1,4,44,3,1,0,14.99
81865,10,0,12/1/10,1431,1,2,23,41,0,0,58.28
81877,10,0,8/21/11,1168,1,3,55,23,1,2,36.95
82019,10,0,6/17/11,1233,1,4,56,7,11,0,104.35
82043,10,0,6/3/11,1247,1,3,41,15,1,0,101.17
82463,10,0,4/18/11,1293,1,1,53,6,5,0,47.39
82596,10,0,2/13/13,626,1,1,19,1,0,0,5.59
82697,10,0,8/20/11,1169,1,1,21,6,0,0,67.87
82733,10,1,2/27/11,1343,1,1,24,2,0,5,36.78
82778,10,0,6/4/11,1246,1,1,44,2,4,50,111.99
82843,10,0,9/17/12,775,1,1,19,10,0,0,8.93
83223,10,1,2/18/11,1352,1,2,45,26,2,5,53.78
83460,10,1,3/8/12,968,1,1,25,5,0,0,2.39
83585,10,0,2/13/12,992,1,3,26,29,1,15,106.31
83636,10,1,9/16/11,1142,1,2,24,28,0,0,2.94
83740,10,0,5/5/10,1641,1,1,19,23,0,0,10.25
83743,10,0,10/14/10,1479,1,1,22,16,1,45,38.51
83796,10,0,3/21/11,1321,1,1,52,102,3,189,217.01
83946,10,0,6/1/11,1249,1,4,41,61,0,0,103.57
83947,10,0,3/13/11,1329,1,1,50,52,0,63,53.05
84042,10,0,4/8/10,1668,1,3,38,131,0,0,174.32
84099,10,0,3/11/13,600,1,1,20,21,0,5,8.78
84965,10,0,9/20/11,1138,1,1,22,43,1,5,101.52
85110,10,0,8/1/11,1188,1,3,21,9,0,0,56.05
85493,10,0,4/3/13,577,1,1,20,21,0,25,47.97
85562,10,0,4/28/11,1283,1,1,54,40,0,54,15.97
85899,10,1,1/18/11,1383,1,1,24,76,1,5,8.6
85935,10,0,10/3/11,1125,1,2,19,128,3,6,20.52
85952,10,1,3/13/12,963,1,1,24,36,0,0,5.59
85954,10,0,11/10/11,1087,1,1,24,12,0,5,13.98
86241,10,0,9/4/11,1154,1,2,22,10,0,0,3.41
86267,10,0,2/9/12,996,1,1,22,13,0,0,0
86384,10,0,3/26/11,1316,1,1,23,19,0,0,14.79
86632,10,0,2/8/12,997,1,1,22,74,0,58,76.73
86670,10,0,4/18/11,1293,1,4,65,3,2,0,4.96
86789,10,1,3/6/13,605,1,1,26,5,0,12,0
86850,10,0,1/9/10,1757,1,1,19,13,2,2,50.02
86888,10,0,4/3/11,1308,1,1,23,19,0,0,4.79
86951,10,0,8/16/10,1538,1,1,19,12,0,0,0.76
86976,10,0,6/15/10,1600,1,4,49,0,234,0,209.59
87025,10,0,3/16/12,960,1,1,19,85,2,57,140.72
87092,10,1,2/3/12,1002,1,1,16,46,6,88,121.77
87157,10,0,4/27/11,1284,1,1,21,70,1,18,38.48
87332,10,0,5/31/12,884,1,2,41,37,3,13,49.22
87431,10,0,2/5/13,634,1,1,21,7,0,0,35.22
87486,10,0,6/12/10,1603,1,4,28,11,6,5,92.38
87685,10,0,10/23/10,1470,1,2,24,25,8,20,49.97
87873,10,0,4/6/10,1670,1,2,33,34,0,75,30.43
87876,10,0,4/14/10,1662,1,3,20,22,1,0,30.02
88243,10,0,9/16/10,1507,1,1,24,24,1,5,1
88312,10,0,11/9/10,1453,1,2,24,31,7,30,132.91
88441,10,0,3/18/12,958,1,1,20,0,5,0,8.99
88543,10,0,10/28/12,734,1,2,20,6,0,0,64.78
88658,10,0,1/11/11,1390,1,2,19,51,5,2,57.02
88791,10,1,3/11/11,1331,1,1,33,13,3,10,52.15
88993,10,0,3/8/12,968,1,1,24,28,0,5,64.01
89587,10,0,9/8/12,784,1,2,54,16,0,0,9.87
89633,10,0,5/16/11,1265,1,1,23,12,0,0,69.98
89748,10,0,9/15/10,1508,1,4,38,18,10,35,224.21
89865,10,0,3/1/13,610,1,3,50,14,0,0,132.71
89943,10,0,11/5/11,1092,1,1,22,35,2,30,103.24
89990,10,0,10/5/10,1488,1,1,38,21,0,10,0
90526,10,0,10/3/10,1490,1,4,21,72,0,0,189.92
90584,10,0,5/9/12,906,1,1,23,5,0,8,3.19
90585,10,1,4/20/10,1656,1,2,21,88,1,72,63.2
90622,10,0,3/29/11,1313,1,1,32,19,2,0,10.87
90738,10,0,4/12/10,1664,1,2,24,26,2,5,98.54
90901,10,0,4/13/10,1663,1,1,24,19,2,0,9.38
90963,10,1,2/6/12,999,1,1,23,9,0,0,2.39
91240,10,0,3/28/10,1679,1,2,48,83,41,345,26.3
91280,10,0,5/27/11,1254,1,4,34,26,2,0,54.99
91378,10,0,1/26/11,1375,1,2,20,2,1,0,58.77
91551,10,0,11/3/11,1094,1,2,24,29,0,0,110.26
91561,10,0,4/19/12,926,1,1,18,5,1,5,0
91600,10,0,9/14/12,778,1,1,21,31,2,2,30.8
91610,10,0,5/15/12,900,1,2,39,7,0,0,30.02
92237,10,0,2/7/12,998,1,1,22,4,1,0,5.59
92356,10,0,2/13/11,1357,1,2,24,8,1,5,7.46
92366,10,0,6/19/10,1596,1,3,56,9,3,8,72.95
92557,10,0,10/1/12,761,1,1,23,21,2,4,17.41
92720,10,1,2/8/13,631,1,1,41,16,0,8,3.49
92910,10,0,7/11/12,843,1,1,22,2,4,15,64.76
93138,10,0,9/22/11,1136,1,1,19,21,0,10,34.72
93280,10,0,4/10/10,1666,1,2,26,17,0,0,53.7
93604,10,0,8/29/10,1525,1,2,27,41,4,10,58.2
93610,10,0,4/27/10,1649,1,1,20,27,1,15,35.66
93759,10,1,4/27/10,1649,1,1,26,8,0,5,42.38
93885,10,0,11/11/10,1451,1,1,22,20,3,10,63.09
94106,10,0,2/5/12,1000,1,2,19,30,0,0,9.98
94233,10,0,1/16/11,1385,1,2,24,64,13,62,200.04
94280,10,0,1/9/11,1392,1,1,22,8,0,8,32.84
94337,10,0,12/3/10,1429,1,1,22,101,2,89,25.3
94524,10,0,9/29/12,763,1,2,28,33,0,4,119.01
94628,10,0,4/26/11,1285,1,1,25,10,1,0,0.96
94831,10,0,12/19/10,1413,1,2,22,24,0,10,38.74
95026,10,0,2/16/11,1354,1,2,31,12,1,5,77.57
95064,10,0,11/30/11,1067,1,1,20,17,1,0,11.16
95081,10,0,9/29/11,1129,1,1,20,4,0,0,2.39
95434,10,0,10/6/12,756,1,1,50,2,1,0,4.49
95538,10,0,5/4/10,1642,1,3,23,25,4,45,53.03
95799,10,0,7/17/11,1203,1,2,69,20,0,13,15.32
95806,10,0,4/8/11,1303,1,1,24,24,1,0,13.38
96014,10,0,11/26/10,1436,1,3,41,250,53,334,813.06
96039,10,0,2/5/12,1000,1,3,28,8,0,0,2.39
96243,10,0,5/28/11,1253,1,1,33,76,0,80,3.39
96253,10,0,2/12/11,1358,1,1,21,27,1,0,18.36
96473,10,1,2/7/11,1363,1,1,37,38,0,31,7.74
96593,10,0,12/14/11,1053,1,1,49,10,0,0,2.39
96632,10,0,4/4/10,1672,1,3,27,4,2,18,8.99
96770,10,0,11/30/10,1432,1,3,49,92,0,22,319.29
96795,10,0,2/4/13,635,1,1,20,15,0,0,46.03
97010,10,0,12/31/10,1401,1,1,26,35,6,45,61.26
97122,10,1,10/27/10,1466,1,2,43,13,0,10,0
97226,10,0,4/14/10,1662,1,1,25,37,1,28,74.98
97232,10,1,4/27/11,1284,1,4,51,10,3,0,134.21
97281,10,0,4/3/11,1308,1,4,30,0,2,5,55.17
97422,10,0,11/18/11,1079,1,1,23,19,0,0,44.78
97432,10,1,6/27/10,1588,1,2,32,117,0,1,25.96
97477,10,0,2/28/13,611,1,3,38,32,1,0,150.25
97524,10,1,12/28/12,673,1,1,22,10,0,5,10.42
97551,10,0,1/12/12,1024,1,1,23,18,0,5,7.98
97728,10,0,9/20/10,1503,1,2,22,2,0,0,8.5
97978,10,0,3/6/11,1336,1,1,22,102,5,42,117.71
98029,10,0,3/24/11,1318,1,1,24,21,0,5,15.37
98625,10,0,12/13/11,1054,1,1,21,26,1,2,71.15
98773,10,0,10/27/11,1101,1,1,20,4,0,0,6.08
98891,10,0,2/14/11,1356,1,4,59,12,0,0,97.72
99115,10,1,5/4/11,1277,1,1,22,11,0,8,15.57
99232,10,0,9/17/10,1506,1,1,25,3,1,8,14.37
99492,10,0,3/20/11,1322,1,1,24,12,0,8,2.86
99871,10,0,3/29/13,582,1,2,26,9,0,0,59.99
99874,10,0,2/18/13,621,1,1,22,9,0,0,57.96
99895,10,0,5/1/10,1645,1,4,27,10,9,0,59.37
100256,10,0,8/31/12,792,1,2,43,27,0,2,4.79
100864,10,0,2/18/13,621,1,1,21,17,2,0,29.02
100878,10,0,1/16/13,654,1,3,25,21,4,10,131.34
101004,10,0,8/27/11,1162,1,1,21,17,0,2,19.26
101061,10,1,6/29/11,1221,1,1,26,2,0,0,4.49
101092,10,1,8/30/11,1159,1,4,32,82,115,122,41.43
101214,10,0,2/17/11,1353,1,4,24,9,4,0,76.29
101477,10,0,11/30/12,701,1,2,26,12,0,5,103.06
101516,10,1,6/27/11,1223,1,1,27,6,1,0,30.91
101568,10,0,7/27/12,827,1,1,55,3,0,0,77.3
101691,10,0,11/21/10,1441,1,2,21,89,1,18,96.04
101696,10,1,9/30/10,1493,1,1,30,12,1,1,9.99
101817,10,0,3/8/11,1334,1,1,20,38,1,101,218.95
102063,10,0,10/12/11,1116,1,3,41,95,36,80,449.57
102220,10,0,2/9/11,1361,1,1,20,29,0,0,17.23
102231,10,0,12/10/12,691,1,1,22,35,0,0,92.36
102323,10,0,4/13/07,2759,1,1,23,19,0,0,7.28
102395,10,0,3/19/12,957,1,2,20,32,2,12,45.55
102423,10,0,10/28/11,1100,1,1,22,19,0,0,3.98
102577,10,0,9/18/11,1140,1,1,21,12,1,12,118.79
102644,10,0,6/2/11,1248,1,2,27,15,1,0,66.03
102755,10,0,5/16/10,1630,1,2,22,93,15,78,142
103295,10,0,1/13/12,1023,1,1,20,8,0,0,40.98
103396,10,0,2/8/11,1362,1,2,25,23,0,20,52.97
103521,10,0,4/27/13,553,1,4,37,0,6,0,27.99
104209,10,0,9/12/12,780,1,1,22,35,0,2,17.76
104691,10,0,4/4/10,1672,1,3,19,158,4,10,284.17
104700,10,0,4/30/10,1646,1,2,53,97,3,98,65.42
104755,10,0,8/18/12,805,1,1,23,17,0,0,54.78
104837,10,0,8/29/11,1160,1,1,23,84,3,18,60.5
104913,10,0,9/22/10,1501,1,1,25,38,1,5,20.46
104954,10,0,9/8/10,1515,1,2,22,35,0,20,115.2
105007,10,0,5/19/11,1262,1,1,20,24,2,0,22.66
105153,10,0,5/25/12,890,1,1,24,20,2,0,88.49
105251,10,0,1/30/11,1371,1,1,22,16,0,10,8.76
105279,10,0,4/21/10,1655,1,4,23,41,13,0,141.89
105318,10,0,2/16/12,989,1,4,37,17,0,0,167.46
105410,10,0,4/21/10,1655,1,2,30,19,0,0,23.99
105505,10,0,2/8/11,1362,1,2,24,78,12,18,153.61
105572,10,0,2/7/13,632,1,1,19,13,0,12,5.68
105851,10,0,9/13/11,1145,1,1,23,29,0,0,7.37
106028,10,0,5/4/10,1642,1,1,22,29,2,12,17.11
106242,10,0,10/10/12,752,1,1,24,8,3,0,72.56
106415,10,0,4/26/13,554,1,1,34,13,0,0,36.43
106633,10,0,8/9/11,1180,1,1,24,35,0,18,43.43
106650,10,0,4/5/12,940,1,1,64,13,0,12,42.58
106681,10,0,9/26/10,1497,1,2,23,30,2,0,7.46
106821,10,0,4/16/10,1660,1,1,25,33,6,50,60.52
161,1,0,7/21/12,833,0,0,53,4,0,0,0.49
704,1,0,1/25/13,645,0,0,29,3,0,0,1.04
1056,1,0,3/19/07,2784,0,0,34,2,1,10,2.72
1171,1,0,2/10/11,1360,0,0,19,21,1,0,2.86
1311,1,0,5/24/13,526,0,0,18,0,1,0,44.99
1359,1,0,3/24/13,587,0,0,25,0,1,0,3.49
1377,1,0,4/17/12,928,0,0,24,0,1,0,4.49
1405,1,0,5/29/12,886,0,0,35,0,1,0,7.98
1484,1,0,11/9/12,722,0,0,12,0,1,0,0
1486,1,1,3/15/11,1327,0,0,58,2,0,0,2.99
1670,1,0,11/5/11,1092,0,0,37,0,1,0,6.98
1697,1,0,4/15/12,930,0,0,35,1,2,0,0
2116,1,0,12/13/12,688,0,0,22,0,1,0,0
2617,1,0,3/19/11,1323,0,0,49,8,8,0,32.44
2928,1,0,3/3/07,2800,0,0,24,3,0,0,0.4
3018,1,1,4/27/13,553,0,0,32,0,1,0,44.99
3314,1,0,4/5/12,940,0,0,34,7,0,0,61.82
3327,1,0,5/11/09,2000,0,0,28,0,2,0,0
3405,1,0,9/24/11,1134,0,0,25,4,2,0,29.88
3417,1,0,2/11/12,994,0,0,32,0,1,15,7.19
4088,1,0,3/18/11,1324,0,0,20,1,2,0,10.04
5029,1,0,9/30/12,762,0,0,58,4,0,0,0
5098,1,0,5/2/13,548,0,0,52,14,0,0,130.23
5184,1,0,9/10/07,2609,0,0,25,6,1,1,4.54
5502,1,0,4/2/12,943,0,0,27,2,4,0,178
5534,1,0,6/30/11,1220,0,0,31,0,1,0,0
5601,1,0,5/6/11,1275,0,0,31,0,1,0,3.49
5894,1,0,1/20/12,1016,0,0,29,8,1,5,18.66
5920,1,0,5/24/12,891,0,0,23,1,0,15,8.99
6356,1,0,7/17/07,2664,0,0,29,3,0,0,0
6631,1,0,12/10/12,691,0,0,30,4,0,0,27.99
6664,1,0,10/26/11,1102,0,0,24,4,2,0,23.96
6898,1,0,7/20/11,1200,0,0,22,1,0,7,0
7157,1,0,10/15/11,1113,0,0,30,1,1,0,5
7376,1,0,3/17/12,959,0,0,52,0,3,0,13.98
7424,1,0,8/20/12,803,0,0,21,31,0,1,447.39
7451,1,0,3/26/11,1316,0,0,42,2,1,0,2.69
7468,1,0,1/12/08,2485,0,0,29,8,2,5,130.47
7471,1,0,3/18/12,958,0,0,45,0,1,0,6.99
8070,1,1,6/2/12,882,0,0,52,1,0,15,0
8207,1,0,3/8/12,968,0,0,25,0,2,5,13.98
