UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
60865,4,0,4/6/11,1305,1,3,33,32,3,0,23.78
60998,4,0,5/9/12,906,1,1,25,4,1,0,5.59
61208,4,1,12/17/11,1050,1,2,65,5,0,0,27.65
61359,4,0,1/14/11,1387,1,4,57,14,6,0,173.1
61835,4,0,5/21/09,1990,1,4,44,2,7,20,7.54
61931,4,0,6/4/10,1611,1,4,51,0,84,50,66.37
62127,4,0,6/9/10,1606,1,2,35,8,0,0,29.48
62409,4,0,4/5/09,2036,1,1,41,77,0,232,185.55
62539,4,0,11/9/10,1453,1,3,24,3,0,0,67.49
62674,4,0,1/27/10,1739,1,4,54,11,17,50,28
62849,4,0,3/29/13,582,1,2,40,7,0,0,30.43
63375,4,0,3/22/11,1320,1,2,31,22,1,5,93.29
64102,4,0,2/14/03,4278,1,1,56,22,0,0,146.84
64113,4,0,3/26/10,1681,1,4,49,0,13,40,19.99
64499,4,0,6/25/12,859,1,4,50,49,0,0,54.48
64535,4,0,6/11/11,1239,1,2,21,28,1,0,28.4
64603,4,0,2/9/10,1726,1,3,27,16,4,0,107.98
64835,4,0,1/4/11,1397,1,2,39,38,0,12,50.87
65303,4,0,4/23/10,1653,1,3,21,16,0,0,8.5
65685,4,0,5/8/12,907,1,2,31,80,0,42,221.68
65790,4,0,1/21/02,4667,1,2,38,8,0,0,2.2
67303,4,0,1/20/10,1746,1,1,28,11,3,0,65.62
67367,4,0,2/7/11,1363,1,2,31,16,0,0,51.84
67841,4,0,3/16/11,1326,1,1,29,11,6,30,48.2
68062,4,0,5/25/12,890,1,4,80,1,7,0,72.97
68400,4,0,1/8/13,662,1,1,23,18,0,15,17.43
68629,4,0,,41944,1,1,61,16,0,0,5.59
68713,4,1,6/7/12,877,1,3,26,13,0,0,49.28
69212,4,0,3/13/12,963,1,1,45,7,1,15,2.39
69418,4,0,4/10/11,1301,1,4,16,8,15,0,24.78
69471,4,0,6/12/10,1603,1,1,27,17,0,0,4.79
69880,4,0,10/11/09,1847,1,1,37,3,0,10,92.74
70482,4,0,9/16/11,1142,1,1,45,41,15,75,14.11
70613,4,0,2/9/11,1361,1,1,49,35,0,12,0.44
70939,4,0,10/9/11,1119,1,3,53,16,0,0,4.79
71349,4,0,2/7/12,998,1,2,16,25,0,0,89.57
71510,4,0,7/12/10,1573,1,3,54,177,1,28,82.63
71554,4,0,11/14/11,1083,1,2,42,94,0,8,119.31
71582,4,1,3/16/11,1326,1,3,47,52,0,60,141.56
71690,4,1,4/15/04,3852,1,2,40,38,0,0,248.24
71850,4,0,6/8/11,1242,1,1,29,6,0,0,35.16
71962,4,0,1/7/10,1759,1,1,43,43,0,85,69.33
72039,4,0,3/14/11,1328,1,2,29,39,1,32,129.44
72044,4,0,9/30/10,1493,1,2,41,45,14,90,11.98
72127,4,0,3/24/11,1318,1,3,24,30,4,0,762.29
72247,4,0,3/19/13,592,1,1,42,11,1,0,7.98
72413,4,0,2/21/07,2810,1,2,47,2,1,0,0.55
72924,4,0,3/1/11,1341,1,2,46,42,0,8,67.37
72927,4,0,2/25/11,1345,1,1,39,22,0,0,44.97
73089,4,0,1/29/10,1737,1,2,21,5,0,0,42.58
73314,4,0,3/22/10,1685,1,3,18,66,2,0,54.93
73394,4,0,5/28/09,1983,1,1,36,4,0,0,0
73583,4,0,4/2/10,1674,1,4,47,56,36,0,714.83
74018,4,0,3/25/11,1317,1,1,17,44,0,112,97.54
74379,4,0,6/27/11,1223,1,3,18,2,0,0,0
74633,4,1,4/14/09,2027,1,2,51,10,0,0,14.53
74678,4,0,11/17/11,1080,1,2,24,13,1,5,89.95
75120,4,0,2/26/11,1344,1,1,44,4,0,0,24.46
75381,4,1,5/28/11,1253,1,3,55,47,0,0,3.77
75482,4,0,12/17/10,1415,1,3,50,113,2,43,166.39
75537,4,0,3/31/13,580,1,1,22,17,2,2,12.42
75577,4,1,1/20/11,1381,1,2,51,16,1,0,12.99
76188,4,0,12/16/12,685,1,1,21,5,0,0,2.83
76228,4,0,8/15/10,1539,1,4,55,0,24,70,0
76445,4,0,9/4/10,1519,1,4,24,110,29,62,173
77388,4,1,4/26/11,1285,1,1,39,3,0,0,0.47
77465,4,0,3/18/11,1324,1,1,48,46,1,0,10.59
77565,4,1,12/31/10,1401,1,3,42,4,0,0,24.99
77670,4,0,5/14/11,1267,1,4,37,8,0,0,0
78339,4,0,12/15/10,1417,1,1,26,46,0,15,2.2
78437,4,0,2/18/10,1717,1,1,37,0,3,0,19.99
78705,4,0,1/21/10,1745,1,2,37,11,0,10,49.96
78843,4,0,3/13/11,1329,1,3,21,3,0,0,24.17
78985,4,0,8/27/10,1527,1,2,39,41,0,35,108.36
79016,4,0,7/29/09,1921,1,1,24,62,0,11,154.93
79835,4,0,4/25/11,1286,1,2,21,47,0,20,244.1
79934,4,0,5/9/12,906,1,3,16,39,2,22,20.27
80278,4,0,1/26/05,3566,1,1,32,19,0,52,8.99
80912,4,0,7/24/09,1926,1,2,17,24,0,10,105.47
81015,4,1,2/13/10,1722,1,3,54,15,0,15,0.47
81036,4,1,4/6/07,2766,1,1,46,23,0,0,7.78
81073,4,1,2/9/11,1361,1,2,22,107,2,35,73.04
81374,4,1,12/30/11,1037,1,3,31,7,0,0,0
81375,4,0,3/16/11,1326,1,1,19,8,0,0,11.3
81505,4,0,4/29/11,1282,1,4,24,8,4,0,128.08
81543,4,0,8/21/10,1533,1,4,33,105,85,130,560.58
82232,4,0,4/1/12,944,1,1,59,11,0,0,45.58
82788,4,0,11/8/10,1454,1,2,39,88,5,27,35.97
83470,4,0,9/6/11,1152,1,1,20,62,2,1,14.27
83668,4,0,4/24/09,2017,1,2,50,50,1,16,118.44
84050,4,0,3/29/10,1678,1,4,67,12,0,0,39.97
84115,4,0,7/22/10,1563,1,4,34,21,0,0,11.97
84661,4,0,3/25/13,586,1,1,19,7,0,0,2.39
85202,4,1,3/23/10,1684,1,1,52,14,0,0,6.99
85480,4,0,1/10/02,4678,1,1,49,19,0,100,55.99
85671,4,0,4/6/11,1305,1,4,33,35,0,10,165.42
85786,4,1,11/6/12,725,1,3,29,5,0,0,0.55
85826,4,0,3/21/12,955,1,1,20,9,2,0,4.79
85879,4,1,5/23/00,5275,1,2,36,24,0,0,89.57
86233,4,1,2/27/12,978,1,2,53,2,0,0,49.28
86316,4,0,2/20/12,985,1,2,19,24,3,15,151.96
86449,4,0,9/14/10,1509,1,2,50,160,0,26,8.88
86531,4,0,8/24/06,2991,1,2,24,10,6,48,92.56
86601,4,0,4/6/10,1670,1,3,51,109,0,0,119.79
86624,4,0,3/2/00,5357,1,1,46,36,0,2,71.98
87436,4,0,2/9/12,996,1,4,35,0,8,0,21.59
87659,4,0,2/11/13,628,1,1,16,14,0,5,4.79
87769,4,0,5/27/10,1619,1,1,53,43,0,5,59.99
88236,4,0,5/29/10,1617,1,2,29,42,1,30,92.98
88503,4,0,9/4/10,1519,1,2,27,72,12,365,230.79
88812,4,0,3/8/11,1334,1,4,65,20,0,0,136.92
89066,4,0,7/12/10,1573,1,1,46,29,1,12,97.47
89505,4,1,10/2/10,1491,1,3,42,26,0,0,0
89654,4,0,5/14/09,1997,1,3,43,105,1,0,206.93
90154,4,0,1/5/11,1396,1,2,29,9,0,0,7.85
90705,4,0,6/9/12,875,1,1,30,12,1,22,128.34
90739,4,0,6/25/10,1590,1,4,56,2,4,15,8.99
90797,4,1,8/23/12,800,1,4,21,6,0,0,32.23
90879,4,1,2/11/13,628,1,1,38,6,0,0,0.99
90927,4,1,4/6/12,939,1,3,27,11,0,0,32.38
91284,4,0,9/13/10,1510,1,2,29,13,0,0,8.5
91515,4,1,8/1/12,822,1,1,29,25,0,0,4.79
91965,4,0,3/22/10,1685,1,1,21,10,0,0,5.59
92128,4,0,12/14/12,687,1,1,23,33,3,88,115.16
92289,4,0,5/17/11,1264,1,1,34,13,0,5,0
92676,4,0,3/13/11,1329,1,4,29,3,15,5,7.01
92740,4,0,3/3/08,2434,1,3,49,56,8,30,117.5
93306,4,0,4/27/11,1284,1,1,21,15,2,0,67.76
93391,4,0,4/1/12,944,1,1,26,13,2,20,10.08
93512,4,0,1/9/12,1027,1,4,53,17,2,10,35.94
93723,4,1,3/7/10,1700,1,4,42,5,5,25,7.34
93821,4,0,2/13/12,992,1,1,24,13,0,0,30.37
94217,4,0,6/22/10,1593,1,4,53,36,19,78,64.96
94235,4,0,3/10/10,1697,1,4,22,20,0,0,27.46
94896,4,0,2/10/10,1725,1,4,28,48,13,0,297.87
95017,4,1,4/14/10,1662,1,2,25,32,0,15,5
95049,4,0,2/12/11,1358,1,2,33,150,0,2,156.59
95354,4,0,2/11/10,1724,1,3,30,35,3,8,134.45
95536,4,0,4/15/11,1296,1,2,25,15,0,0,0
95550,4,1,1/16/11,1385,1,4,53,31,0,0,120.07
95708,4,0,2/24/13,615,1,1,18,20,1,12,9.99
95721,4,0,5/6/10,1640,1,2,42,15,1,35,80.04
95948,4,0,6/9/11,1241,1,4,43,4,0,0,10.78
96063,4,0,4/16/12,929,1,1,41,6,3,15,0
96389,4,0,3/3/12,973,1,3,32,23,3,0,166.74
96638,4,0,6/25/09,1955,1,1,27,8,3,22,7.99
96710,4,0,3/22/12,954,1,1,44,14,0,0,5.34
96888,4,0,1/20/11,1381,1,3,31,64,3,110,300.05
96987,4,0,6/14/11,1236,1,1,21,20,1,0,0
97007,4,0,3/15/11,1327,1,1,55,22,5,0,49.99
97193,4,0,5/2/11,1279,1,4,56,0,9,5,6.99
97205,4,1,12/27/11,1040,1,1,31,9,0,0,3.98
97359,4,0,4/18/12,927,1,4,19,0,5,0,27.99
97683,4,0,2/7/11,1363,1,2,21,74,7,0,389.08
98691,4,0,2/3/11,1367,1,3,31,12,0,0,18.38
98746,4,0,12/13/11,1054,1,1,39,3,2,58,14.82
98792,4,1,4/18/07,2754,1,1,49,5,0,0,7.99
98930,4,1,11/14/10,1448,1,1,46,4,0,22,0
98954,4,0,4/23/09,2018,1,2,47,19,2,0,52.77
99052,4,0,9/12/11,1146,1,1,21,61,1,0,19.79
99167,4,1,3/16/05,3517,1,1,51,10,0,5,0
99244,4,1,1/9/12,1027,1,1,26,12,0,0,10.08
100052,4,0,2/28/11,1342,1,1,41,19,0,0,11.55
100539,4,1,12/26/10,1406,1,2,29,97,0,15,17.48
100568,4,0,4/17/11,1294,1,1,52,33,0,5,0.47
100605,4,0,3/10/11,1332,1,3,20,17,0,0,5.99
100615,4,0,2/7/12,998,1,3,38,10,0,0,35.72
101104,4,0,1/31/12,1005,1,2,58,35,1,42,102.8
101647,4,0,12/1/09,1796,1,4,56,23,0,0,390.62
101916,4,0,5/20/11,1261,1,1,77,24,0,2,17.65
101962,4,1,3/27/11,1315,1,2,26,16,0,0,30.05
102213,4,0,6/26/07,2685,1,2,31,3,0,0,48.78
102276,4,0,7/29/10,1556,1,1,29,8,1,8,55.97
102874,4,1,3/20/11,1322,1,2,32,7,1,0,2.39
103031,4,0,3/1/12,975,1,1,26,5,1,0,9.28
103081,4,1,3/19/13,592,1,4,60,13,0,0,34.99
103563,4,0,3/31/11,1311,1,3,22,5,1,0,33.56
103582,4,0,1/25/12,1011,1,2,19,13,1,5,167
103724,4,0,2/10/13,629,1,2,48,11,0,0,5.99
103777,4,0,6/15/11,1235,1,3,40,10,0,0,0
104250,4, ,3/22/10,1685,1,3,26,21,1,0,355.51
104285,4,0,4/29/10,1647,1,4,23,48,6,5,72.98
105094,4,1,9/13/11,1145,1,3,31,14,2,40,55.37
105309,4,0,9/20/12,772,1,1,15,9,0,0,23.99
105342,4,0,2/28/11,1342,1,1,51,18,4,40,18.37
105628,4,0,9/11/10,1512,1,2,19,61,0,20,5.26
105707,4,0,1/20/11,1381,1,2,27,27,0,25,75.57
105921,4,0,3/12/11,1330,1,1,46,34,0,33,167.44
106162,4,1,5/19/10,1627,1,2,22,12,0,0,47.77
106846,4,0,4/2/13,578,1,1,25,9,0,8,2.39
107030,4,1,3/20/13,591,1,4,68,8,0,0,2.24
107138,4,0,12/1/10,1431,1,3,49,80,0,100,18.43
268,5,0,5/27/05,3445,1,2,52,246,1,22,236.29
381,5,0,11/1/09,1826,1,1,30,4,0,2,50.46
435,5,0,3/30/11,1312,1,1,21,9,0,0,2.39
547,5,0,4/20/05,3482,1,1,41,2,0,0,81.52
677,5,0,6/26/11,1224,1,1,56,29,0,23,194.04
888,5,0,6/6/11,1244,1,4,49,7,60,5,409.52
1147,5,0,9/19/10,1504,1,2,21,55,0,15,108.63
1433,5,0,9/9/09,1879,1,2,22,81,1,5,119.16
1482,5,0,5/30/06,3077,1,1,25,55,0,21,21.03
1569,5,0,5/24/04,3813,1,4,54,8,0,0,13.53
1627,5,1,3/17/09,2055,1,1,64,149,0,0,0
1825,5,1,7/31/04,3745,1,1,40,41,12,10,163.38
2600,5,1,4/25/09,2016,1,2,48,52,0,0,33.49
2706,5,1,12/9/11,1058,1,1,26,16,0,0,40.81
2934,5,1,4/4/05,3498,1,4,27,1,18,30,7.99
3007,5,0,2/7/11,1363,1,1,23,38,5,0,28.52
3024,5,0,9/11/11,1147,1,3,20,53,0,0,508.1
3288,5,0,8/28/11,1161,1,1,23,12,0,0,35.57
3359,5,1,5/31/12,884,1,4,29,6,9,35,60.42
3429,5,0,5/25/12,890,1,1,29,13,0,0,32.38
3603,5,0,7/16/06,3030,1,2,46,16,2,0,99.45
4788,5,0,4/27/05,3475,1,3,36,12,4,0,79.8
4866,5,1,4/26/06,3111,1,1,46,275,0,0,140.86
5173,5,1,6/3/07,2708,1,1,41,51,0,100,45.89
5265,5,0,10/15/10,1478,1,1,22,102,2,50,66.07
5413,5,0,8/13/11,1176,1,2,20,25,4,18,66.35
5492,5,1,3/3/05,3530,1,1,50,76,0,7,0
5758,5,0,6/17/06,3059,1,2,46,11,0,0,211.53
5826,5,1,3/14/13,597,1,2,54,13,0,0,127.31
6074,5,0,5/18/03,4185,1,3,47,26,0,30,97.2
6117,5,0,6/2/06,3074,1,1,25,19,1,0,40.46
6302,5,1,4/22/07,2750,1,1,54,46,0,75,157.78
6481,5,0,5/21/10,1625,1,1,36,15,0,5,27.18
6528,5,0,5/30/08,2346,1,1,39,36,8,45,68.98
6678,5,1,8/14/06,3001,1,2,28,92,17,35,8.49
6722,5,0,4/4/13,576,1,3,45,12,0,0,76.98
7112,5,1,3/30/05,3503,1,3,32,32,7,20,178.4
7801,5,0,12/9/08,2153,1,4,42,41,1,6,119.61
7885,5,0,11/1/10,1461,1,1,21,51,0,2,21.59
8227,5,0,3/7/05,3526,1,4,63,27,0,95,0.55
8254,5,0,12/16/12,685,1,1,30,13,0,0,3.16
8498,5,0,2/21/11,1349,1,1,26,13,0,5,2.99
8540,5,0,1/5/12,1031,1,1,19,70,3,45,124.93
8598,5,0,12/19/12,682,1,3,47,11,0,8,42.58
8684,5,0,6/9/07,2702,1,2,20,34,8,0,133.29
8830,5,1,7/23/05,3388,1,4,52,31,16,20,138.07
9019,5,0,11/11/08,2181,1,2,28,15,0,0,36.69
9277,5,0,11/5/11,1092,1,1,25,107,5,25,89.46
9581,5,0,10/20/06,2934,1,1,26,3,0,0,0
9792,5,0,2/10/11,1360,1,1,21,20,0,15,95
9912,5,0,3/22/11,1320,1,2,26,17,3,5,17.34
10044,5,0,2/11/10,1724,1,1,25,31,0,0,5.25
10225,5,0,7/20/09,1930,1,1,27,9,0,0,2.39
10492,5,0,12/17/08,2145,1,4,30,3,34,10,53.17
10574,5,0,3/16/08,2421,1,1,18,68,5,82,121.41
10601,5,0,5/13/03,4190,1,1,23,80,16,98,268.42
10892,5,1,6/9/07,2702,1,2,29,97,1,12,43.87
11495,5,0,3/29/09,2043,1,1,21,24,0,0,90.67
11846,5,0,5/20/02,4548,1,1,32,8,0,10,2.94
12543,5,1,11/5/11,1092,1,3,31,20,1,38,13.37
12594,5,0,5/18/05,3454,1,1,27,4,0,0,5.99
12851,5,1,1/19/12,1017,1,1,37,67,0,5,39.87
12956,5,0,12/15/11,1052,1,1,32,9,0,0,40.06
13086,5,0,2/8/13,631,1,1,22,26,0,5,18.97
13153,5,0,6/2/07,2709,1,4,46,0,6,0,21.59
13194,5,1,4/16/12,929,1,1,20,9,0,0,5.99
13618,5,0,4/22/06,3115,1,3,40,56,0,0,79.33
13770,5,0,2/11/05,3550,1,1,31,0,1,0,0
13862,5,0,3/19/10,1688,1,4,48,18,0,0,106.57
13949,5,0,10/23/08,2200,1,1,34,6,0,0,5.23
14010,5,0,4/16/13,564,1,2,25,9,0,0,15.53
14073,5,0,1/28/11,1373,1,2,29,27,0,0,56.44
14243,5,0,2/10/06,3186,1,1,31,8,30,20,86.55
14292,5,0,9/13/10,1510,1,2,21,36,0,5,63.74
14519,5,1,4/27/06,3110,1,1,27,12,0,0,27.9
14679,5,0,2/28/05,3533,1,1,37,61,2,82,173.15
15199,5,0,9/28/02,4417,1,1,28,3,7,40,21.35
15522,5,0,3/15/12,961,1,2,20,24,0,5,61.31
15769,5,0,3/4/12,972,1,1,38,31,0,0,1.54
15937,5,1,3/26/08,2411,1,1,26,48,0,0,0
15969,5,0,3/28/05,3505,1,1,31,25,1,25,139.97
16355,5,0,2/5/09,2095,1,1,48,6,0,0,75.9
16441,5,0,5/17/05,3455,1,1,43,78,0,15,76.2
16533,5,0,11/28/11,1069,1,1,37,6,0,0,25.48
16556,5,0,3/15/07,2788,1,1,24,27,0,2,83.4
16569,5,0,6/13/09,1967,1,1,38,14,0,5,117.96
16595,5,1,4/29/08,2377,1,2,42,113,1,0,58.98
16682,5,0,1/14/12,1022,1,1,19,70,0,17,46.82
16690,5,0,4/7/08,2399,1,2,29,23,0,0,34.6
16715,5,0,4/15/05,3487,1,1,48,162,0,0,73.72
16894,5,0,12/29/04,3594,1,1,26,85,22,260,198.74
17058,5,0,3/17/07,2786,1,2,27,67,32,236,203.42
17059,5,0,12/14/07,2514,1,2,23,19,0,0,18.06
17347,5,0,1/23/05,3569,1,1,28,4,0,25,24.98
17435,5,1,8/28/08,2256,1,1,29,14,2,55,1.02
17509,5,0,3/31/04,3867,1,2,33,24,0,40,117.85
17703,5,0,3/7/05,3526,1,4,28,109,0,83,139.93
17778,5,0,5/20/12,895,1,4,42,4,5,22,12.02
18004,5,0,1/30/10,1736,1,1,35,4,0,8,0
18103,5,0,3/25/08,2412,1,1,27,30,0,10,24.99
18137,5,0,1/23/10,1743,1,1,24,9,0,0,79.29
18292,5,0,6/30/12,854,1,1,21,11,0,0,35.54
18542,5,1,4/29/05,3473,1,3,43,22,0,0,30.75
18566,5,0,5/25/09,1986,1,4,20,35,1,35,286.98
18983,5,0,3/1/13,610,1,1,24,16,0,2,78.98
19059,5,0,1/28/04,3930,1,2,29,24,5,5,74.77
19103,5,0,4/29/06,3108,1,2,27,70,0,66,188.91
19153,5,0,4/23/03,4210,1,1,39,68,1,195,146.87
19275,5,0,3/14/05,3519,1,3,25,79,0,8,256.12
19755,5,0,9/18/11,1140,1,1,20,45,0,0,36.36
19758,5,0,7/10/04,3766,1,1,41,48,0,144,3.46
20116,5,0,1/11/05,3581,1,1,30,53,3,28,1.4
20365,5,1,10/24/12,738,1,1,25,12,0,0,0
20694,5,1,3/12/13,599,1,1,24,9,0,0,29.58
21088,5,0,3/11/08,2426,1,2,34,21,0,0,2.69
21105,5,0,3/25/13,586,1,1,25,8,0,0,4.79
21285,5,0,11/1/11,1096,1,1,24,24,0,0,40.92
21325,5,1,9/13/12,779,1,1,26,5,0,0,24.75
21539,5,0,2/8/05,3553,1,1,23,48,0,30,72.41
21622,5,1,2/14/02,4643,1,4,28,57,0,15,8.29
21637,5,1,2/13/13,626,1,2,28,38,0,10,4.59
21647,5,0,5/15/06,3092,1,1,24,73,0,0,65.15
21729,5,0,5/22/05,3450,1,4,53,20,0,0,0
21923,5,0,12/12/11,1055,1,2,23,21,7,10,101.28
21992,5,0,5/4/08,2372,1,4,48,74,30,0,340.52
22002,5,0,3/3/05,3530,1,1,42,24,3,40,76.35
22555,5,0,4/21/13,559,1,4,61,0,10,0,27.99
22561,5,0,1/17/07,2845,1,4,24,5,0,0,69.47
22675,5,0,3/8/01,4986,1,3,42,91,1,38,320.96
22697,5,0,4/18/01,4945,1,3,54,17,0,0,39.39
22709,5,0,3/2/11,1340,1,2,21,94,1,48,225.82
22766,5,1,7/13/10,1572,1,2,35,113,0,12,187.41
23243,5,0,3/9/03,4255,1,1,35,1,51,78,135.93
23284,5,0,3/22/12,954,1,1,38,48,0,2,42.97
23340,5,0,2/4/12,1001,1,2,21,130,0,12,123.29
23409,5,1,6/25/02,4512,1,1,31,10,2,0,49.06
23802,5,1,7/31/08,2284,1,1,33,51,0,0,4.59
23817,5,0,6/21/03,4151,1,1,27,5,0,8,91.99
24114,5,0,4/16/05,3486,1,1,47,7,0,0,58.63
24269,5,0,3/19/12,957,1,1,23,10,0,5,25.52
24532,5,0,4/4/06,3133,1,1,22,62,0,0,87.58
24717,5,1,3/3/12,973,1,1,29,13,0,12,0.55
24778,5,0,4/15/12,930,1,4,29,19,1,20,58.38
24800,5,0,12/17/04,3606,1,1,49,8,2,0,10.41
25041,5,1,4/5/08,2401,1,1,29,2,0,0,0.38
25147,5,0,2/12/08,2454,1,2,26,32,0,0,2.94
25395,5,0,4/20/08,2386,1,2,19,19,0,0,32.52
25796,5,0,4/16/12,929,1,1,28,8,0,0,60.17
26017,5,0,3/1/05,3532,1,2,32,55,0,95,94.52
26021,5,0,4/21/04,3846,1,4,24,148,20,20,173.67
26204,5,0,3/15/07,2788,1,1,27,12,0,0,29.33
26242,5,0,6/28/06,3048,1,1,63,0,108,0,61.36
26290,5,0,2/24/08,2442,1,1,25,36,0,45,240.03
26385,5,0,4/27/08,2379,1,1,21,11,0,0,37.42
26387,5,0,3/20/05,3513,1,1,37,3,3,20,20.07
26392,5,0,4/18/12,927,1,1,30,9,0,0,2.39
26564,5,1,2/26/05,3535,1,1,41,113,20,250,66.24
27587,5,0,2/15/10,1720,1,1,21,15,0,0,5.99
27926,5,0,4/28/12,917,1,1,37,7,0,0,10.89
27996,5,0,1/13/12,1023,1,3,20,24,0,10,86.46
29728,5,0,9/11/05,3338,1,3,29,76,0,38,337.32
29746,5,0,2/26/09,2074,1,1,32,44,1,62,72.42
29775,5,0,3/12/06,3156,1,1,28,22,0,10,184.36
29997,5,0,2/10/11,1360,1,2,22,47,0,0,32.54
30020,5,1,4/9/13,571,1,1,52,11,0,0,2.94
30083,5,0,4/14/12,931,1,1,32,7,1,2,43.63
30202,5,0,10/11/07,2578,1,1,28,9,0,15,6.93
30300,5,0,5/23/03,4180,1,2,32,13,1,0,83.76
30538,5,0,7/1/07,2680,1,4,41,38,0,0,179.46
30627,5,0,5/5/05,3467,1,1,70,135,0,36,439.24
30646,5,0,12/31/08,2131,1,1,20,19,1,0,17.41
30744,5,0,3/31/10,1676,1,1,19,28,0,0,25.46
30824,5,0,3/12/05,3521,1,1,51,140,18,137,46.11
31079,5,0,3/17/11,1325,1,1,21,17,0,8,15.39
31156,5,0,2/21/09,2079,1,1,20,125,11,58,352.86
31181,5,1,3/27/10,1680,1,3,29,44,5,5,107.35
31311,5,0,1/17/10,1749,1,1,22,23,0,32,140.7
33596,5,0,11/8/10,1454,1,1,21,3,0,0,0
33815,5,0,2/15/11,1355,1,1,44,115,0,34,217.94
33829,5,0,4/26/10,1650,1,1,52,16,0,35,51.45
33966,5,1,6/1/08,2344,1,2,25,91,0,53,102.44
33978,5,1,5/12/09,1999,1,1,51,39,0,5,2.39
34924,5,0,4/10/12,935,1,1,20,16,0,0,2.99
35012,5,0,9/14/11,1144,1,1,25,15,0,0,14.99
35059,5,0,4/1/10,1675,1,1,21,22,2,0,86.7
35368,5,0,12/11/08,2151,1,4,39,15,12,6,70.54
35490,5,1,6/21/12,863,1,1,21,21,0,0,50.93
35978,5,1,10/28/06,2926,1,1,48,4,0,0,15.04
36611,5,0,5/18/06,3089,1,2,22,22,0,1,106.32
36706,5,0,3/15/02,4614,1,1,30,65,4,78,51.2
36899,5,0,1/11/13,659,1,1,37,26,2,45,183.71
36954,5,0,4/5/05,3497,1,2,26,55,5,1,13.33
36965,5,0,7/1/02,4506,1,1,40,5,0,0,0
36989,5,0,7/19/11,1201,1,1,23,10,1,0,5.88
37070,5,0,9/1/09,1887,1,1,22,128,8,45,31.65
37344,5,0,3/15/09,2057,1,4,30,16,0,5,63.42
37558,5,0,5/3/05,3469,1,2,26,51,0,0,40.48
38330,5,1,1/19/05,3573,1,1,68,23,0,0,8.37
38340,5,0,2/10/02,4647,1,2,39,194,0,38,51.99
38413,5,0,9/23/07,2596,1,1,24,6,0,10,2.39
38796,5,0,3/8/06,3160,1,1,23,50,15,135,367.65
38873,5,0,2/2/13,637,1,1,57,13,0,0,62.38
38970,5,1,5/5/05,3467,1,1,56,30,0,0,0.55
39101,5,0,12/31/04,3592,1,2,23,17,12,5,97.5
39718,5,1,2/12/12,993,1,1,37,9,0,0,0
40553,5,1,3/1/11,1341,1,1,34,16,0,0,19.98
40602,5,0,3/3/13,608,1,1,17,13,0,5,18.38
40925,5,1,8/29/07,2621,1,2,36,13,0,0,59.72
41102,5,0,3/8/12,968,1,1,46,56,0,128,4.3
41348,5,0,12/20/06,2873,1,1,27,33,0,30,63.18
41378,5,0,1/10/05,3582,1,1,42,162,3,125,21.39
41527,5,0,1/27/05,3565,1,1,44,34,6,8,111.92
41568,5,0,5/28/06,3079,1,1,23,72,0,0,57.14
41651,5,0,3/9/06,3159,1,2,30,72,13,38,248.59
41685,5,0,2/8/05,3553,1,1,38,55,0,10,13.46
41881,5,0,4/30/08,2376,1,4,51,1,1,0,16.37
42049,5,0,12/31/07,2497,1,1,26,6,0,0,10.39
42083,5,0,5/15/12,900,1,4,18,0,3,0,39.99
42183,5,1,7/28/06,3018,1,1,48,41,0,0,203.74
42266,5,1,1/28/13,642,1,2,24,15,0,5,30.38
42507,5,0,9/5/10,1518,1,2,20,27,1,0,130.5
42517,5,0,9/13/11,1145,1,1,20,94,0,15,83.01
42594,5,0,3/22/09,2050,1,1,18,60,1,15,14.9
42731,5,0,10/24/05,3295,1,2,24,54,1,16,35.56
42757,5,0,10/5/09,1853,1,2,39,15,0,38,0.47
42765,5,1,4/17/13,563,1,1,21,1,0,0,2.39
42826,5,0,4/6/07,2766,1,2,23,19,0,0,34.82
42916,5,0,2/28/08,2438,1,1,52,10,1,20,10.87
42947,5,0,4/10/12,935,1,1,24,3,0,0,9.66
43214,5,0,1/26/10,1740,1,1,24,29,1,2,54.76
43333,5,0,2/14/12,991,1,1,27,11,0,0,56.77
43609,5,0,1/3/05,3589,1,1,45,17,3,30,31.94
43979,5,1,2/12/13,627,1,1,27,7,0,0,1.1
44017,5,1,1/8/09,2123,1,1,26,12,0,2,13.46
44383,5,0,2/25/13,614,1,1,33,4,1,0,2.39
44507,5,0,5/20/12,895,1,1,36,7,4,15,1.54
44586,5,0,5/25/11,1256,1,1,25,32,0,0,2.94
44639,5,0,4/23/09,2018,1,4,33,11,1,0,6.99
44860,5,0,4/27/08,2379,1,1,46,83,0,10,75.13
45066,5,0,5/21/05,3451,1,1,26,49,8,158,193.72
45121,5,0,10/9/09,1849,1,2,72,87,0,4,110.6
45126,5,0,10/23/06,2931,1,2,24,29,0,0,57.44
45191,5,0,3/9/12,967,1,3,34,37,1,0,93.77
45479,5,0,7/2/06,3044,1,2,42,2,14,50,177.95
45532,5,0,4/19/04,3848,1,1,33,165,15,4,52.08
45825,5,0,3/13/09,2059,1,3,53,38,0,10,8.5
45894,5,0,3/16/11,1326,1,1,28,6,0,0,49.99
